"CTDID","Region","Year","Mission","Location","Latitude","Longitude","SiteID","ESTDate","UTCDate","EST.Time","UTCTime","Sample_Depth_m","DIC","TA","pH","pCO2","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","Survey_design","Sample_frequency","File_Origin","Notes","Bottle.No.","Temp..o.C..input","pCO2.25","pH.25","Omega.25","Locale","Date","Season","Precipitation","Month","BestSalinity","TA_0","DIC_0","nTA","nDIC","MY","ID","dec.lon","dec.lat","Zone","Sub_region","Reference"
"","FLK",2011,"WaltonSmith","UK",25.0652,-80.3196,"6","04/04/2011","04/04/2011","4:26:00 PM","21:26",NA,2034.126,2380.7,8.09,358,3.87,36.152,NA,NA,25.214,"",NA,"Permanent","Single","Derek’s_DB","","6",25,355.2,8.093,3.86,"",2011-04-04,"Spring","Dry","April",36.152,2677.02550967879,3091.35743555061,2390.14254777467,2067.81516280577,"2011-04","6 _ 2011-04-04",-80.315,25.065,"Offshore","UK",3
"","FLK",2011,"WaltonSmith","MK",24.8187,-80.755,"7","04/04/2011","04/05/2011","8:56:00 PM","1:56",NA,1979.666,2372.7,8.117,325,4.36,36.861,NA,NA,27.551,"",NA,"Permanent","Single","Derek’s_DB","","8",25,293.5,8.155,4.29,"",2011-04-04,"Spring","Dry","April",36.861,2677.02550967879,3091.35743555061,2388.06447121652,2035.79192608881,"2011-04","7 _ 2011-04-04",-80.75666667,24.82083333,"Inshore","MK",6
"","FLK",2011,"WaltonSmith","MK",24.7636,-80.7249,"9","4/4/2011","04/05/2011","9:37:00 PM","2:37",NA,2024.402,2377.1,8.101,347,3.93,36.085,NA,NA,25.2345,"",NA,"Permanent","Single","Derek’s_DB","","10",25,343.9,8.104,3.93,"",2011-04-04,"Spring","Dry","April",36.085,2677.02550967879,3091.35743555061,2386.11812880702,2056.48310426971,"2011-04","9 _ 2011-04-04",-80.72333333,24.76333333,"Offshore","MK",6
"WS11094_21","FLK",2011,"WaltonSmith","LK",24.6087,-81.4202,"19","04/07/2011","04/08/2011","8:48:00 PM","1:48 AM",NA,1885,2269.6,8.12,309,4.25,36.166,NA,NA,28.3283,"",NA,"Permanent","Single","Derek’s_DB","","21",25,270.192222058936,8.169,4.17259823632801,"",2011-04-07,"Spring","Dry","April",36.166,2677.02550967879,3091.35743555061,2282.73549035795,1923.89323590809,"2011-04","19 _ 2011-04-07",-81.42166667,24.61,"Inshore","LK",10
"WS11094_23","FLK",2011,"WaltonSmith","LK",24.5363,-81.4212,"21LK","04/07/2011","04/08/2011","9:35:00 PM","2:35 AM",NA,2013.818,2359.7,8.074,371,3.89,35.855,NA,NA,26.698,"",NA,"Permanent","Single","Derek’s_DB","","23",25,346.809415022471,8.099,3.85627548332323,"",2011-04-07,"Spring","Dry","April",35.855,2677.02550967879,3091.35743555061,2367.26695888371,2039.51305556814,"2011-04","21LK _ 2011-04-07",-81.42,24.54,"Offshore","LK",10
"","FLK",2011,"WaltonSmith","MK",24.8184,-80.755,"7","06/07/2011","06/08/2011","7:34:00 PM","12:34:00 AM",0,1928.2,2339.1,8.139,299,4.54,36.711,NA,36.9191,28.309,"",NA,"Permanent","Single","Derek’s_DB","","5",25,262.2,8.188,4.46,"",2011-06-07,"Summer","Wet","June",36.711,2677.02550967879,3091.35743555061,2354.84979017353,1982.41160884277,"2011-06","7 _ 2011-06-07",-80.75666667,24.82083333,"Inshore","MK",6
"","FLK",2011,"WaltonSmith","MK",24.761,-80.7276,"9","06/07/2011","06/08/2011","8:28:00 PM","01:28:00 AM",0,2025.51,2380.7,8.066,381,4.01,36.15,NA,36.3211,27.7028,"",NA,"Permanent","Single","Derek’s_DB","","9",25,341.9,8.107,3.95,"",2011-06-07,"Summer","Wet","June",36.15,2677.02550967879,3091.35743555061,2390.12667596489,2059.41662658045,"2011-06","9 _ 2011-06-07",-80.72333333,24.76333333,"Offshore","MK",6
"","FLK",2011,"WaltonSmith","LK",24.6087,-81.4207,"19","06/08/2011","06/08/2011","7:41:00 AM","12:41",0,1948.71,2304.4,8.072,359,3.93,36.85,NA,37.067,27.61,"",NA,"Permanent","Single","Derek’s_DB","","14",25,323.817155812958,8.111,3.87009270000028,"",2011-06-08,"Summer","Wet","June",36.85,2677.02550967879,3091.35743555061,2323.10711513991,2006.07493231394,"2011-06","19 _ 2011-06-08",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2011,"WaltonSmith","LK",24.5352,-81.4121,"21LK","06/08/2011","06/08/2011","8:30:00 AM","01:30:00 PM",0,2027.3,2374.2,8.058,390,3.93,36.065,NA,36.202,27.589,"",NA,"Permanent","Single","Derek’s_DB","","16",25,351.783792563359,8.096,3.86593178967852,"",2011-06-08,"Summer","Wet","June",36.065,2677.02550967879,3091.35743555061,2383.14244191898,2058.72163229894,"2011-06","21LK _ 2011-06-08",-81.42,24.54,"Offshore","LK",10
"","FLK",2011,"WaltonSmith","UK",25.1059,-80.3803,"4","08/02/2011","08/02/2011","5:14:00 PM","22:14",0,1951.905,2314.7,8.029,405.9,4.15,36.166,NA,32.055,31.76,"",NA,"Permanent","Single","Derek’s_DB","","K",NA,311,8.129,3.98,"",2011-08-02,"Summer","Wet","August",36.166,2677.02550967879,3091.35743555061,2326.3814561822,1988.64120361256,"2011-08","4 _ 2011-08-02",-80.38,25.10833333,"Inshore","UK",3
"","FLK",2011,"WaltonSmith","MK",24.8214,-80.7566,"7","08/02/2011","8/3/2011","9:11:00 PM","02:11:00 AM",1,1917.236,2284,8.021,405.218,4.116,37.277,NA,37.275,32.17,"",NA,"Permanent","Single","Derek’s_DB","","",25.07,305.7,8.126,3.94,"",2011-08-02,"Summer","Wet","August",37.277,2677.02550967879,3091.35743555061,2308.007272193,1988.95514340609,"2011-08","7 _ 2011-08-02",-80.75666667,24.82083333,"Inshore","MK",6
"","FLK",2011,"WaltonSmith","MK",24.7657,-80.7243,"9","08/02/2011","8/3/2011","10:10:00 PM","03:10:00 AM",1,2033.387,2407.9,8.058,393.644,4.349,35.426,NA,35.411,30.553,"",NA,"Permanent","Single","Derek’s_DB","","",25.1,315.9,8.14,4.21,"",2011-08-02,"Summer","Wet","August",35.426,2677.02550967879,3091.35743555061,2411.13625210645,2046.10916466845,"2011-08","9 _ 2011-08-02",-80.72333333,24.76333333,"Offshore","MK",6
"","FLK",2011,"WaltonSmith","LK",24.6109,-81.4225,"19","08/03/2011","8/3/2011","10:03:00 AM","03:03:00 PM",1,1869.975,2201.8,7.996,421.02,3.707,36.818,NA,36.255,31.429,"",NA,"Permanent","Single","Derek’s_DB","","",26.2,327.208884912781,8.091,3.56491323454254,"",2011-08-03,"Summer","Wet","August",36.818,2677.02550967879,3091.35743555061,2225.26569549123,1930.28444830874,"2011-08","19 _ 2011-08-03",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2011,"WaltonSmith","LK",24.5364,-81.4112,"21LK","08/03/2011","8/3/2011","11:32:00 AM","04:32:00 PM",1,2031.704,2398.8,8.011,436.458,4.101,38.34,NA,35.695,30.64,"",NA,"Permanent","Single","Derek’s_DB","","",26,349.725002056462,8.095,3.96999227791235,"",2011-08-03,"Summer","Wet","August",38.34,2677.02550967879,3091.35743555061,2423.03769437473,2124.01601029575,"2011-08","21LK _ 2011-08-03",-81.42,24.54,"Offshore","LK",10
"","FLK",2011,"WaltonSmith","UK",25.0636,-80.3108,"6","08/07/2011","08/07/2011","8:00:00 AM","01:00:00 PM",NA,2034.321,2390.4,8.029,423.85,4.131,35.659,NA,35.657,30.656,"",NA,"Permanent","Single","Derek’s_DB","","J",NA,339.1,8.112,3.99,"",2011-08-07,"Summer","Wet","August",35.659,2677.02550967879,3091.35743555061,2395.69701368177,2053.85567598721,"2011-08","6 _ 2011-08-07",-80.315,25.065,"Offshore","UK",3
"","FLK",2011,"WaltonSmith","MK",24.8198,-80.7546,"7","10/20/2011","10/21/2011","7:24:00 PM","12:24:00 AM",1,2022.007,2215.7,7.879,620.754,2.373,32.041,NA,32.083,25.873,"",NA,"Permanent","Single","Derek’s_DB","","",24.99,600,7.891,2.36,"",2011-10-20,"Fall","Wet","October",32.041,2677.02550967879,3091.35743555061,2173.09639264881,1923.25203171579,"2011-10","7 _ 2011-10-20",-80.75666667,24.82083333,"Inshore","MK",6
"","FLK",2011,"WaltonSmith","LK",24.6085,-81.4225,"19","10/21/2011","10/21/2011","6:36:00 AM","11:36:00 AM",1,1946.71,2178.1,7.958,489.897,2.714,32.685,NA,32.669,25.681,"",NA,"Permanent","Single","Derek’s_DB","","",24.92,476.926760485362,7.967,2.7011699723506,"",2011-10-21,"Fall","Wet","October",32.685,2677.02550967879,3091.35743555061,2142.76230518873,1865.63737300598,"2011-10","19 _ 2011-10-21",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2011,"WaltonSmith","LK",24.534,-81.4208,"21LK","10/21/2011","10/21/2011","7:20:00 PM","12:20:00 AM",1,1982.01,2281.6,8.038,404.759,3.443,34.035,NA,34.054,26.482,"",NA,"Permanent","Single","Derek’s_DB","","",24.68,381.608772310081,8.06,3.41143633642518,"",2011-10-21,"Fall","Wet","October",34.035,2677.02550967879,3091.35743555061,2270.38843493933,1950.55648816494,"2011-10","21LK _ 2011-10-21",-81.42,24.54,"Offshore","LK",10
"","FLK",2011,"WaltonSmith","UK",25.1032,-80.3763,"4","12/11/2011","12/11/2011","2:21:00 PM","07:21:00 PM",NA,2165.2,2443.8,8.004,474,3.2,35.604,NA,35.611,23.363,"",NA,"Permanent","Single","Derek’s_DB","","",NA,505.3,7.98,3.23,"",2011-12-11,"Winter","Dry","December",35.604,2677.02550967879,3091.35743555061,2447.75652757685,2180.91169225572,"2011-12","4 _ 2011-12-11",-80.38,25.10833333,"Inshore","UK",3
"","FLK",2011,"WaltonSmith","MK",24.7629,-80.7249,"9","12/11/2011","12/12/2011","7:02:00 PM","12:02:00 AM",NA,2015.3,2357.4,8.096,367,3.83,35.95,NA,35.966,24.77,"",NA,"Permanent","Single","Derek’s_DB","","",NA,352.9,8.093,3.81,"",2011-12-11,"Winter","Dry","December",35.95,2677.02550967879,3091.35743555061,2365.8462930235,2043.73545379063,"2011-12","9 _ 2011-12-11",-80.72333333,24.76333333,"Offshore","MK",6
"","FLK",2011,"WaltonSmith","LK",24.6047,-81.422,"19","12/12/2011","12/12/2011","5:37:00 AM","10:37:00 AM",NA,2085.57,2375.2,8.035,421,3.26,35.771,NA,35.726,23.065,"",NA,"Permanent","Single","Derek’s_DB","","",NA,454.831602780952,8.007,3.29589416920388,"",2011-12-12,"Winter","Dry","December",35.771,2677.02550967879,3091.35743555061,2381.70547840324,2107.24851367894,"2011-12","19 _ 2011-12-12",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2011,"WaltonSmith","LK",24.539,-81.414,"21LK","12/12/2011","12/12/2011","6:22:00 AM","11:22:00 AM",NA,2018.82,2377.4,8.099,348,4.02,35.95,NA,35.957,26.041,"",NA,"Permanent","Single","Derek’s_DB","","",NA,334,8.115,3.99,"",2011-12-12,"Winter","Dry","December",35.95,2677.02550967879,3091.35743555061,2385.31778120153,2047.16243570996,"2011-12","21LK _ 2011-12-12",-81.42,24.54,"Offshore","LK",10
"","FLK",2012,"WaltonSmith","LK",24.5364,-81.4112,"21LK","10/11/2012","10/11/2012","6:22:00 AM","11:22",4.6,2025.102,2390.7,8.073,375.71,4.184,35.551,NA,NA,28.7,"",NA,"Permanent","Single","Derek’s_DB","","",27.59,324.339284153729,8.128,4.09463556447448,"Looe Key",2012-10-11,"Fall","Wet","October",35.551,2677.02550967879,3091.35743555061,2395.13771921558,2041.62774456382,"2012-10","21LK _ 2012-10-11",-81.42,24.54,"Offshore","LK",10
"","FLK",2012,"WaltonSmith","LK",24.5364,-81.4112,"21LK","10/11/2012","10/11/2012","6:22:00 AM","11:22",1,2026.288,2398.5,8.079,370.387,4.257,35.672,NA,NA,28.8,"",NA,"Permanent","Single","Derek’s_DB","","",27.4,318.447385196149,8.135,4.16215008082302,"Looe Key",2012-10-11,"Fall","Wet","October",35.672,2677.02550967879,3091.35743555061,2403.74694837699,2046.35210239656,"2012-10","21LK _ 2012-10-11",-81.42,24.54,"Offshore","LK",10
