ESTDate,EST Time,SiteID,Temperature_C,Salinity,TA,DIC,Aragonite_Sat_W,pCO2,pH
5/10/16,5:40 AM,11,26.1,36.768,2369.633817,1998.336862,,,
,,,,33.4,,-0.547636,,,
,,,,33.4,-7.355542642,,,,
7/25/16,4:06 PM,1,29.929,36.337,2390.385949,2034.040084,,,
7/25/16,4:17 PM,2,29.51,36.28,2392.483285,2045.145224,,,
7/25/16,4:40 PM,3,29.162,36.227,2385.895278,2044.286081,,,
7/25/16,7:16 PM,EK_IN,30.518,36.547,2329.896703,2000.418404,,,
7/25/16,7:34 PM,EK_MID,29.591,36.277,2387.678689,2044.593108,,,
7/25/16,7:48 PM,EK_OFF,29.271,36.225,2382.010814,2043.858806,,,
7/25/16,10:03 PM,4,30.774,36.621,2291.787159,1953.084816,,,
7/25/16,10:29 PM,5,30.218,36.3,2494.927435,2045.616833,,,
,10:43 PM,,,33.4,4.056935111,,,,
7/25/16,10:43 PM,5.5,29.677,36.25,2367.742291,2019.21179,,,
7/25/16,10:53 PM,6,29.547,36.204,2375.141456,2033.984222,,,
,,,,33.4,,-14.027894,,,
7/25/16,11:07 PM,6.5,29.726,36.353,2377.05487,2020.280076,,,
7/25/16,11:45 PM,MR,29.56,36.21,2368.446728,2016.68754,,,
7/26/16,1:40 AM,UK_OFF,30.194,36.346,2380.119956,2026.920315,,,
,,,,33.4,,3.896331,,,
,,,,33.4,2.116125595,,,,
7/26/16,1:52 AM,UK_MID,30.199,36.293,2390.923192,2039.575201,,,
7/26/16,2:01 AM,UK_IN,30.593,36.43,2319.225569,2000.557569,,,
7/26/16,3:37 AM,7,30.75,36.741,2326.993761,1982.630831,,,
7/26/16,3:58 AM,8,30.146,36.374,2376.046382,2024.034695,,,
7/26/16,4:13 AM,9,28.9,36.32,2382.925135,2044.099283,,,
7/26/16,4:59 AM,9.5,29.7,36.31,2382.210628,2031.765962,,,
,,,,33.4,4.041766809,,,,
7/26/16,7:03 AM,12,29.818,36.489,2300.080576,1988.953088,,,
7/26/16,7:34 AM,11,30.08,36.338,2330.294798,2002.352728,,,
7/26/16,7:49 AM,10,30.299,36.738,2288.610592,1962.541638,,,
7/26/16,9:16 AM,13,30.414,36.822,2100.843028,1831.31518,,,
7/26/16,9:28 AM,14,30.185,36.73,,1840.851005,,,
,,,,33.4,-5.07365511,,,,
7/26/16,9:43 AM,15,29.477,36.38,2371.188665,2029.036862,,,
7/26/16,10:09 AM,15.5,29.688,36.433,2379.191588,2034.53635,,,
7/26/16,11:42 AM,18,29.498,36.392,2382.019107,2043.784027,,,
7/26/16,12:11 PM,17,29.55,36.317,2303.322329,1982.323197,,,
7/26/16,12:38 PM,16,30.172,36.21,2041.71323,1799.959328,,,
,,,,33.4,-0.540042555,,,,
7/26/16,2:53 PM,19,30.217,36.203,2165.478455,1930.78834,,,
,,,,33.4,,3.459569,,,
7/26/16,3:11 PM,20,29.466,36.285,2377.271883,2035.185151,,,
7/26/16,3:27 PM,21/LK,29.704,36.461,2385.106088,2038.032967,,,
7/26/16,4:50 PM,21.5,29.578,36.276,2374.771421,2032.49719,,,
7/26/16,6:54 PM,WS,29.634,36.415,2376.644838,2039.810245,,,
,,,,33.4,0.144015112,,,,
7/26/16,8:26 PM,22.5,29.686,36.327,2372.204471,2034.255122,,,
7/26/16,8:52 PM,22,29.515,36.378,2375.357603,2035.691697,,,
7/26/16,9:28 PM,24,29.893,36.282,2341.339415,2007.280882,,,
,,,,33.4,2.100817437,,,,
,,,,33.4,,0.430446,,,
7/26/16,9:06 PM,23,29.75,36.276,2372.266364,2035.879135,,,
,,,,33.4,,-0.645419,,,
,,,,33.4,2.100817437,,,,
9/19/16,1:40 PM,1,30.76,33.878,2406.588381,,,,
,,,,33.4,0.992543573,,,,
9/19/16,2:00 PM,2,29.629,35.923,2372.568411,,,,
9/19/16,2:23 PM,3,NA,NA,#VALUE!,,,,
9/19/16,6:49 PM,4,32.785,36.183,2338.580643,,,,
,,,,33.4,5.737237063,,,,
9/19/16,7:01 PM,5,32.756,36.386,2363.806186,,,,
9/19/16,7:12 PM,5.5,31.627,36.302,2376.078391,,,,
9/19/16,7:21 PM,6,32.249,36.313,2373.347378,,,,
9/19/16,7:33 PM,6.5,30.218,35.624,2363.976378,,,,
9/19/16,8:52 PM,MR,30.229,36.036,2368.510303,,,,
9/19/16,10:41 PM,UK_OFF,30.609,36.181,2364.709828,,,,
9/19/16,10:52 PM,UK_MID,31.462,36.2,2380.986735,,,,
9/19/16,11:01 PM,UK_IN,32.124,36.352,2366.906735,,,,
9/20/16,12:33 AM,7,33.297,37.468,2232.635085,,,,
,,,,33.4,,,,,
9/20/16,12:58 AM,8,31.83,36.457,,,,,
9/20/16,1:13 AM,9,30.875,36.345,,,,,
9/20/16,1:53 AM,9.5,29.69,35.858,,,,,
,,,,33.4,,,,,
9/20/16,3:12 AM,12,30.53,36.239,,,,,
9/20/16,3:42 AM,11,31.605,36.557,,,,,
9/20/16,3:58 AM,10,32.621,37.764,,,,,
9/20/16,5:24 AM,13,31.751,36.751,,,,,
9/20/16,5:36 AM,14,31.009,36.538,,,,,
9/20/16,5:50 AM,15,30.552,36.078,,,,,
9/20/16,6:13 AM,15.5,29.735,35.839,,,,,
,,,,,,,,,
9/20/16,7:31 AM,18,29.651,35.793,,,,,
,,,,,,,,,
9/20/16,8:04 AM,17,31.382,36.58,,,,,
9/20/16,8:28 AM,16,32.528,36.818,,,,,
9/20/16,10:14 AM,19,31.923,36.93,,,,,
9/20/16,10:15 AM,20,31.381,36.611,,,,,
9/20/16,11:23 AM,21LK,30.196,36.056,,,,,
,,,,33.4,,,,,
9/20/16,12:57 PM,21.5,29.523,35.485,,,,,
9/20/16,4:25 PM,WS,30.216,35.904,,,,,
9/20/16,6:09 PM,22.5,30.311,35.504,,,,,
9/20/16,6:35 PM,22,30.492,35.934,,,,,
,,,,33.4,,-3.799059,,,
9/20/16,6:48 PM,23,31.4,36.187,,,,,
9/20/16,7:11 PM,24,31.518,36.221,,,,,
9/23/16,9:46 AM,EK_OFF,29.624,35.689,,,,,
9/23/16,10:01 AM,EK_MID,30.097,36.065,,,,,
9/23/16,10:16 AM,EK_IN,31.171,36.263,,,,,
,,,,33.4,,-2.509196,,,
11/14/16,1:11 PM,1,26.81,36.16,,2060.371068,,,
11/14/16,1:24 PM,2,26.99,36.35,,2053.048522,,,
11/14/16,1:48 PM,3,27.08,36.19,,2051.410668,,,
11/14/16,7:45 PM,MR,27.54,36.35,,2038.228361,,,
11/14/16,11:47 PM,7,25.85,36.15,,2092.50602,,,
11/14/16,10:15 PM,UK_IN,26.8,36.29,,2039.478478,,,
11/14/16,10:06 PM,UK_MID,27.52,36.21,,2031.839901,,,
11/14/16,9:54 PM,UK_OFF,27.66,36.18,,2039.121089,,,
11/15/16,12:08 AM,8,27.35,36.24,,2033.13353,,,
11/15/16,12:23 AM,9,27.59,36.35,,2037.539407,,,
11/15/16,1:06 AM,9.5,27.64,36.35,,2039.149972,,,
11/15/16,2:24 AM,12,27.53,36.35,,2041.772048,,,
11/15/16,7:58 AM,11,27.54,36.22,,2034.377377,,,
11/15/16,3:18 AM,10,26.31,36.45,,2037.486299,,,
,,,,33.4,,-0.956768,,,
11/15/16,4:44 AM,13,26.05,36.31,,2031.593915,,,
11/15/16,4:56 AM,14,27.01,36.23,,2038.183659,,,
11/15/16,5:11 AM,15,27.59,36.14,,2030.662859,,,
11/15/16,5:36 AM,15.5,27.84,36.14,,2028.029049,,,
11/15/16,6:57 AM,18,27.35,36.26,,2038.891033,,,
11/15/16,7:30 AM,17,26.96,36.21,,2030.91053,,,
11/15/16,7:52 AM,16,25.37,36.53,,2119.575818,,,
11/15/16,9:29 AM,19,25.87,37.79,,2068.225437,,,
11/15/16,9:45 AM,20,26.45,36.3,,2056.694916,,,
11/15/16,11:10 AM,21.5,27.79,36.16,,2029.176549,,,
11/15/16,12:18 PM,21LK,27.21,36.31,,2035.670619,,,
11/15/16,NA,WS,27.12,36.35,,2041.4937,,,
11/15/16,5:13 PM,22.5,NA,NA,,#VALUE!,,,
11/15/16,5:40 PM,22,27.48,36.16,,2035.357246,,,
