"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID","Survey_design","Sample_frequency","ncrmp_flag","bottle_id","source_code","sample_num","bottle_name","deployment_id","project_code","collection_id","collected_date","collected_time","collected_timezone","density_id","dic_id","calc_avg_dic","dic_temp","dic_machine","dic_kg_flag","calibration_dic_id","calc_avg_crm_init_dic","crm_init_dic_temp","calibration_dic_kg_flag","dic_crm_id","dic_crm_batch","dic_crm_dic","dic_crm_salinity","ta_id","calc_avg_ta","calc_avg_ta_temp","ta_machine","ta_kg_flag","calibration_ta_id","calc_avg_crm_ta","calc_avg_crm_ta_temp","calibration_ta_kg_flag","ta_crm_id","ta_crm_batch","ta_crm_ta","ta_crm_salinity","spec_ph_id","spec_ph_temp","rm_factor","seacarb_id","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","TA_0","DIC_0","nTA","nDIC","Date","Problem"
"WS11214_23","FL",2011,"WaltonSmith","Lower_Keys",24.5352333333333,-81.8291,2011-08-03,"22:40:00",0,1901.345,2295.61,NA,8.07069684727283,353.298620943315,4.43788981635018,NA,NA,36.7203333333333,31.75133,0,NA,"24","Permanent","Single",1,10330,"E",1339,"24",517,"Walton Smith",9530,"8/3/2011","22:40:00","+00:00",NA,17397,1876,NA,"SOMMA",1,610,1994.755,NA,1,18,104,2020.1,33.3,9364,2279.3,22.35,"Langdonometer",1,659,2206.3,21.75,1,18,104,2222.61,33.3,NA,NA,NA,4745,2011-08-03 22:40:00,2011-08-03 17:40:00,2011-08-03,"17:40:00","Aug","August","2011-08",8,17.6666666666667,"Summer","Wet",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","HighOmega_NoReason",36.7203333333333,2250.09678651487,1863.64856162681,2111.55975298223,1786.67657836499,2291.96098375399,1899.07156141336,2011-08-03,"omega"
"WS11214_24","FL",2011,"WaltonSmith","Lower_Keys",24.4856833333333,-81.8274833333333,2011-08-04,"0:36:00",0,1964.155,2382.36,NA,8.11264961565244,328.562441248842,4.79127287742346,NA,NA,35.7936666666667,30.96267,0,NA,"23","Permanent","Single",1,10333,"E",1342,"28",517,"Walton Smith",9533,"8/4/2011","0:36:00","+00:00",NA,17400,1938.81,NA,"SOMMA",1,610,1994.755,NA,1,18,104,2020.1,33.3,9367,2366.05,22.45,"Langdonometer",1,659,2206.3,21.75,1,18,104,2222.61,33.3,NA,NA,NA,4748,2011-08-04 00:36:00,2011-08-03 19:36:00,2011-08-03,"19:36:00","Aug","August","2011-08",8,19.6,"Summer","Wet",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","HighOmega_NoReason",35.7936666666667,2395.58125243498,1975.05536311742,2111.55975298223,1786.67657836499,2383.8628452565,1965.13994224811,2011-08-03,"omega"
"WS11214_25","FL",2011,"WaltonSmith","Lower_Keys",24.455,-81.8283333333333,2011-08-04,"1:00:00",0,1948.665,2396.51,NA,8.14703976506227,297.699823712921,5.13338741739844,NA,NA,35.704,31.26,0,NA,"22","Permanent","Single",1,10392,"E",1401,"27",517,"Walton Smith",9592,"8/4/2011","1:00:00","+00:00",NA,17443,1923.32,NA,"SOMMA",1,610,1994.755,NA,1,18,104,2020.1,33.3,9420,2353.65,22.3,"Langdonometer",1,665,2179.75,21.1,1,18,104,2222.61,33.3,NA,NA,NA,4791,2011-08-04 01:00:00,2011-08-03 20:00:00,2011-08-03,"20:00:00","Aug","August","2011-08",8,20,"Summer","Wet",-81.82833333,24.455,"Offshore","LK","LK_10","T3","HighOmega_NoReason",35.704,2415.86175196814,1964.40041597949,2111.55975298223,1786.67657836499,2398.81096536361,1949.97305202448,2011-08-03,"omega"
"WS11214_26","FL",2011,"WaltonSmith","Lower_Keys",24.39635,-81.8237666666667,2011-08-04,"1:32:00",0,1998.665,2424.11,NA,8.1188448473287,330.078506326278,4.94583186965516,NA,NA,35.2226666666667,31.20367,0,NA,"22.5","Permanent","Single",1,10332,"E",1341,"26",517,"Walton Smith",9532,"8/4/2011","1:32:00","+00:00",NA,17399,1973.32,NA,"SOMMA",1,610,1994.755,NA,1,18,104,2020.1,33.3,9366,2407.8,22.25,"Langdonometer",1,659,2206.3,21.75,1,18,104,2222.61,33.3,NA,NA,NA,4747,2011-08-04 01:32:00,2011-08-03 20:32:00,2011-08-03,"20:32:00","Aug","August","2011-08",8,20.5333333333333,"Summer","Wet",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","HighOmega_NoReason",35.2226666666667,2477.07865339069,2042.33735547442,2111.55975298223,1786.67657836499,2430.93946141118,2003.29710878567,2011-08-03,"omega"
"WS11214_68","FL",2011,"WaltonSmith","Upper_Keys",25.0636166666667,-80.3108166666667,2011-08-07,"11:38:00",0,1986.14,2389.11,NA,8.09873716430657,344.894154733736,4.62944135813802,NA,NA,35.657,30.51,0,NA,"6","Permanent","Single",1,10385,"E",1394,"66",517,"Walton Smith",9585,"8/7/2011","11:38:00","+00:00",NA,17437,1960.53,NA,"SOMMA",1,613,1994.49,NA,1,18,104,2020.1,33.3,9414,2370.45,21.75,"Langdonometer",1,663,2203.95,21.05,1,18,104,2222.61,33.3,NA,NA,NA,4785,2011-08-07 11:38:00,2011-08-07 06:38:00,2011-08-07,"06:38:00","Aug","August","2011-08",8,6.63333333333333,"Summer","Wet",-80.315,25.065,"Offshore","UK","UK_3","T1","HighOmega_NoReason",35.657,2411.57654617769,2004.8171249651,2111.55975298223,1786.67657836499,2391.72000767702,1988.01570022851,2011-08-07,"omega"
"WS11214_69","FL",2011,"WaltonSmith","Upper_Keys",25.0503,-80.2824833333333,2011-08-07,"12:04:00",0,1983.39,2399.76,NA,8.11610803365379,329.228469328257,4.78717754868452,NA,NA,35.5643333333333,30.555,0,NA,"6.5","Permanent","Single",1,10384,"E",1393,"65",517,"Walton Smith",9584,"8/7/2011","12:04:00","+00:00",NA,17436,1957.37,NA,"SOMMA",1,612,1994.08,NA,1,18,104,2020.1,33.3,9413,2381.1,21.8,"Langdonometer",1,663,2203.95,21.05,1,18,104,2222.61,33.3,NA,NA,NA,4784,2011-08-07 12:04:00,2011-08-07 07:04:00,2011-08-07,"07:04:00","Aug","August","2011-08",8,7.06666666666667,"Summer","Wet",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","HighOmega_NoReason",35.5643333333333,2428.63832667311,2007.25779692143,2111.55975298223,1786.67657836499,2403.22815551582,1985.75721774301,2011-08-07,"omega"
"WS20231_26","FL",2020,"WaltonSmith","Middle_Keys",24.670027,-81.201391,2020-08-19,"9:49:00",0,NA,1943.6709925274,8.29249440598702,NA,NA,NA,36.3434668917012,NA,36.533,32.651,0,NA,"16","Permanent","Single",1,4589,"O",5411,"2XX",332,"Walton Smith-Aug 2020",4589,"8/19/2020","9:49:00","+00:00",4530,12718,NA,25,"UNSPECIFIED",0,285,2054.1,25,0,8,189,2009.48,33.494,4128,1989.7,24.3,"AS2",0,462,2252.9,24.4,0,8,189,2205.26,33.494,1217,24.857,3.5296,NA,2020-08-19 09:49:00,2020-08-19 04:49:00,2020-08-19,"04:49:00","Aug","August","2020-08",8,4.81666666666667,"Summer","Wet",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",36.3434668917012,1924.8908421816,NA,2111.55975298223,1786.67657836499,1945.29316838681,NA,2020-08-19,"TA"
"WS17030_16","FL",2017,"WaltonSmith","Middle_Keys",24.8165498333333,-80.7550783333333,2017-01-31,"0:54:00",0,2429.50680343746,2781.48886927395,NA,8.13125899562485,384.024661565435,4.09107768505462,35.0694171831294,NA,34.973,20.095,0,NA,"7","Permanent","Single",1,16438,"E",7446,"15V",615,"Walton Smith ",15607,"1/31/2017","0:54:00","+00:00",9199,22360,2485.8,24.9,"Apollo",0,988,2094.7,24.3,0,2,157,2049.43,33.463,14701,2846.65,24.5,"Apollo2",0,1301,2279.15,24.7,0,2,157,2229.82,33.463,NA,NA,NA,9446,2017-01-31 00:54:00,2017-01-30 19:54:00,2017-01-30,"19:54:00","Jan","January","2017-01",1,19.9,"Winter","Dry",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",35.0694171831294,2854.68691477514,2493.4420402482,2111.55975298223,1786.67657836499,2799.11881648625,2446.42361248321,2017-01-30,"TA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH(low_for_ocean)"
"WS19322_19","FL",2019,"WaltonSmith","Middle_Keys",24.715137,-80.689304,2019-11-19,"2:25:00",0,2106.70474622225,2387.34446070949,NA,7.94919237886765,534.119757569333,3.26148518603361,35.9347372165383,NA,36.1486,27.627,0,NA,"9.5","Permanent","Single",1,3687,"O",4321,"19D",269,"Walton Smith-Nov/Dec 2019",3687,"11/19/2019","2:25:00","+00:00",3625,11827,2162.57624890728,25,"UNSPECIFIED",0,257,2118.1,25,0,7,175,2067.06,33.458,3607,2444.15,23.95,"AS1",0,63,2253.75,23.65,0,8,189,2205.26,33.494,NA,NA,NA,2655,2019-11-19 02:25:00,2019-11-18 21:25:00,2019-11-18,"21:25:00","Nov","November","2019-11",11,21.4166666666667,"Fall","Dry",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",35.9347372165383,2391.16926204062,2110.0799303443,2111.55975298223,1786.67657836499,2387.78629963746,2107.21746827915,2019-11-18,"pH(low_for_ocean)"
