Bottle ID,Date collected,Time collected (EST) ,Latitude,Longitude,Sampling Location,Temp at collection (deg C),Salinity (psu),Collector,Calculated Density field conditions (g/ml),Desitometer Salinity ,Date alkalinity analyzed,CRM ID,CRM certified TA value (µequiv/kg),Difference between TA1 and TA2,Temp during TA analysis,Sample density at analysis,TA1 (µequiv/L),TA2 (µequiv/L),Mean TA (µequiv/L),Mean TA corrected for density (uequiv/kg),TA with CRM Correction (uequiv/kg),TA1 pH,TA2 pH,Mean TA pH (NBS),Mean TA pH (total),,Date analyzed,CRM ID,CRM Certified TCO2 value (µmol/kg),Temp during TCO2 analysis,Density during TCO2 analysis,Difference between TCO2_1 and TCO2_2,TCO2_1 (µmol/L),TCO2_2  (µmol/L),Mean TCO2 (µmol/L),Mean TCO2 corrected for density (µmol/kg),CRM Corrected TCO2 (µmol/kg)
5,3/23/2012,1:32:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,25.41,34.52,Karen Neely,1.022855337,,6/25/2012,CRM114,2217.91,4.1,24.85,,2371.7,2367.6,,2369.65,2373.26,8.14,8.137,,8.1385,,,CRM104,2020.1,21.3,1.024048174,-1.117382,2074.650476,2075.767858,2075.209167,2026.476116,2039.806297
6,3/23/2012,1:45:00 PM,,,ADCP3,25.11,34.64,Karen Neely,1.023037584,,6/25/2012,CRM114,2217.91,-0.4,24.8,,2369,2369.4,,2369.2,2372.81,8.158,8.162,,8.16,,,CRM104,2020.1,21.4,1.024112037,1.564635,2062.450019,2060.885384,2061.667702,2013.127107,2026.457288
7,3/23/2012,1:57:00 PM,,,ADCP3,25,34.67,Karen Neely,1.023093678,,6/25/2012,CRM114,2217.91,1.7,24.95,,2362.5,2360.8,,2361.65,2365.26,8.187,8.173,,8.18,,,CRM104,2020.1,21.4,1.024134854,-3.953871,2034.061413,2038.015284,2036.038349,1988.056885,2001.387066
10,4/4/2012,8:44:00 AM,24° 53.788' N,80° 37.092' W,ADCP2 S,26.11,35.54,Karen Neely,1.023408359,,6/25/2012,CRM114,2217.91,1.4,24.85,,2368,2366.6,,2367.3,2370.91,8.215,8.225,,8.22,,,CRM104,2020.1,21.3,1.02482429,-1.739782,2025.639115,2027.378897,2026.509006,1977.420935,1990.751116
11,4/4/2012,8:58:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,26.2,35.63,Karen Neely,1.023448049,,6/25/2012,CRM114,2217.91,-0.5,24.8,,2366.2,2366.7,,2366.45,2370.06,8.233,8.23,,8.2315,,,CRM104,2020.1,21.1,1.024947682,0.606812,2012.292354,2011.685542,2011.988948,1963.016244,1976.346425
12,4/4/2012,9:09:00 AM,24° 53.798' N,80° 36.918' W,Cal Val SE,26.11,35.7,Karen Neely,1.023529098,,6/26/2012,CRM114,2217.91,-5.2,24.7,,2359,2364.2,,2361.6,2363.61,8.227,8.23,,8.2285,,,CRM104,2020.1,21.6,1.024863095,0.823282,2012.081126,2011.257844,2011.669485,1962.866548,1976.196729
15,4/4/2012,9:21:00 AM,,,ADCP3 N,26.22,35.77,Karen Neely,1.0235474,,6/26/2012,CRM114,2217.91,3.4,24.7,,2361.3,2357.9,,2359.6,2361.61,8.228,8.231,,8.2295,,,CRM104,2020.1,21.6,1.024916348,0.0412,2016.147553,2016.106353,2016.126953,1967.113664,1973.453665
17,4/4/2012,9:34:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,26.23,35.73,Karen Neely,1.023514076,,6/26/2012,CRM114,2217.91,-2.8,24.75,,2357.5,2360.3,,2358.9,2360.91,8.204,8.215,,8.2095,,,CRM104,2020.1,21.9,1.024802192,0.049805,2029.62308,2029.573275,2029.598178,1980.477982,1986.817983
3I,5/21/2012,11:20:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,27.2,37.3,Karen Neely,1.024388892,,8/6/2012,CRM114,2217.91,-1.8,26.35,,2299.7,2301.5,,2300.6,2298.46,8.162,8.166,,8.164,,8/6/2012,CRM114,2000.93,23,1.025680794,0.121461,1994.818201,1994.69674,1994.757471,1944.813126,1948.671354
4I,5/21/2012,11:45:00 AM,24° 54.311' N,80° 37.596' W,Transect 1,27.7,36.7,Karen Neely,1.023774223,,8/6/2012,CRM114,2217.91,-0.8,26.4,,2225.5,2226.3,,2225.9,2223.76,8.123,8.117,,8.12,,8/6/2012,CRM114,2000.93,22.8,1.025283135,-0.394746,1957.469162,1957.863908,1957.666535,1909.391141,1913.249369
1I,5/21/2012,10:50:00 AM,24° 51.282' N,80° 34.045' W,Transect 4,28,37.1,Karen Neely,1.02397708,,8/6/2012,CRM114,2217.91,2.4,26.5,,2365.9,2363.5,,2364.7,2362.56,8.121,8.122,,8.1215,,,,,,,,,,,,
2I,5/21/2012,11:05:00 AM,24° 53.862' N,80° 37.090' W,Transect 3,28.6,37.3,Karen Neely,1.023928682,,8/6/2012,CRM114,2217.91,4.1,26.4,,2364.8,2360.7,,2362.75,2360.61,8.125,8.121,,8.123,,,,,,,,,,,,
7I,5/28/2012,12:18:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,29.1,36.4,Karen Neely,1.023084428,,8/6/2012,CRM114,2217.91,-1.8,26.4,,2233.9,2235.7,,2234.8,2232.66,8.226,8.223,,8.2245,,8/6/2012,CRM114,2000.93,23,1.024997456,-0.637666,1906.030731,1906.668397,1906.349564,1859.857849,1863.716078
8I,5/28/2012,12:30:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,29.3,36.4,Karen Neely,1.023016991,,8/7/2012,CRM114,2217.91,-2.8,27.7,,2243.4,2246.2,,2244.8,2246.16,8.194,8.191,,8.1925,,8/6/2012,CRM114,2000.93,22.9,1.025026424,-0.728762,1917.569458,1918.29822,1917.933839,1871.106729,1871.106729
9I,5/28/2012,12:37:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,29.3,36.4,Karen Neely,1.023016991,,8/7/2012,CRM114,2217.91,-1.3,27.5,,2250.5,2251.8,,2251.15,2252.51,8.197,8.194,,8.1955,,8/6/2012,CRM114,2000.93,23,1.024997456,-0.668031,1924.219409,1924.88744,1924.553425,1877.617757,1877.617757
11I,5/28/2012,12:55:00 PM,,,ADCP SW,29.3,36.4,Karen Neely,1.023016991,,8/7/2012,CRM114,2217.91,-2.3,27.6,,2239.7,2242,,2240.85,2242.21,8.192,8.197,,8.1945,,8/6/2012,CRM114,2000.93,23.2,1.024939282,1.518253,1911.253523,1909.73527,1910.494397,1864.007391,1864.007391
13I,6/12/2012,11:30:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,29.4,37,Karen Neely,1.023433857,,8/7/2012,CRM114,2217.91,-6,27.6,,2272.5,2278.5,,2275.5,2276.86,8.156,8.159,,8.1575,,8/6/2012,CRM114,2000.93,23,1.025452975,-2.489936,1967.975477,1970.465413,1969.220445,1920.342028,1920.342028
14I,6/12/2012,11:20:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,29.4,37,Karen Neely,1.023433857,,8/7/2012,CRM114,2217.91,-1.6,27.5,,2285.7,2287.3,,2286.5,2287.86,8.186,8.188,,8.187,,8/6/2012,CRM114,2000.93,23,1.025452975,-1.123508,1957.681718,1958.805226,1958.243472,1909.637516,1909.637516
15I,6/12/2012,11:05:00 AM,24° 53.788' N,80° 37.092' W,ADCP2 S,29.3,36.9,Karen Neely,1.023392615,,8/7/2012,CRM114,2217.91,-1.7,27.3,,2277.8,2279.5,,2278.65,2280.01,8.179,8.176,,8.1775,,8/6/2012,CRM114,2000.93,23.2,1.025318732,0.091095,1961.173701,1961.082606,1961.128154,1912.70099,1912.70099
17I,6/12/2012,11:45:00 AM,24° 53.798' N,80° 36.918' W,Cal Val SE,29.4,37,Karen Neely,1.023433857,,8/8/2012,CRM114,2217.91,0.7,26.7,,2288.3,2287.6,,2287.95,2288.46,8.197,8.194,,8.1955,,8/6/2012,CRM114,2000.93,23.1,1.025423844,-0.485841,1962.479399,1962.96524,1962.72232,1914.059567,1914.059567
18I,6/12/2012,11:55:00 AM,24° 53.891' N,80° 36.964' W,ADCP3 NE,29.4,37.1,Karen Neely,1.023508989,,8/9/2012,CRM114,2217.91,0.6,26.6,,2286.4,2285.8,,2286.1,2289.31,8.187,8.18,,8.1835,,8/6/2012,CRM114,2000.93,23.6,1.025352862,1.548618,1966.335763,1964.787145,1965.561454,1916.961006,1916.961006
20I,6/22/2012,1:32:00 PM,24° 54.311' N,80° 37.596' W,Transect 1,27.7,37.5,Karen Neely,1.024376884,,8/9/2012,CRM114,2217.91,-0.8,26.45,,2339.2,2340,,2339.6,2342.81,8.163,8.157,,8.16,,8/6/2012,CRM114,2000.93,23.5,1.025685912,0.607301,2027.703573,2027.096272,2027.399923,1976.628419,1976.628419
21I,6/22/2012,12:20:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,28.2,37.1,Karen Neely,1.023911087,,8/9/2012,CRM114,2217.91,-1.9,26.65,,2359.7,2361.6,,2360.65,2363.86,8.139,8.141,,8.14,,8/6/2012,CRM114,2000.93,23.9,1.025263777,-0.06073,2063.078882,2063.139612,2063.109247,2012.271664,2012.271664
22I,6/22/2012,12:40:00 PM,24° 53.862' N,80° 37.090' W,Transect 3,28.2,37.2,Karen Neely,1.023986362,,8/9/2012,CRM114,2217.91,-3.8,26.75,,2355.6,2359.4,,2357.5,2360.71,8.137,8.131,,8.134,,8/6/2012,CRM114,2000.93,23.7,1.02539909,-0.394746,2066.965611,2067.360357,2067.162984,2015.959449,2015.959449
23I,6/22/2012,12:55:00 PM,24° 53.128' N,80° 36.246' W,Transect 2,27.9,37.3,Karen Neely,1.024160593,,8/9/2012,CRM114,2217.91,-3.3,26.75,,2361.4,2364.7,,2363.05,2366.26,8.127,8.129,,8.128,,8/6/2012,CRM114,2000.93,23.6,1.025504582,-0.273285,2072.856435,2073.12972,2072.993078,2021.437168,2021.437168
1*,n/a,,,,,,34.63,Karen Neely,,,8/9/2012,CRM114,2217.91,1.2,26.5,,2377,2375.8,,2376.4,2379.61,8.227,8.21,,8.2185,,,,,,,,,,,,
2K,7/7/2012,4:00:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,30.4,37.3,Karen Neely,1.023316013,,8/10/2012,CRM114,2217.91,-1.8,26.7,,2326,2327.8,,2326.9,2324.56,8.174,8.166,,8.17,,8/7/2012,CRM114,2000.93,22.6,1.025796688,-0.066985,2013.287535,2013.35452,2013.321028,1962.690122,1961.067579
3K,7/7/2012,4:05:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,30.4,37.3,Karen Neely,1.023316013,,8/10/2012,CRM114,2217.91,-3.2,26.6,,2329.1,2332.3,,2330.7,2328.36,8.174,8.172,,8.173,,8/7/2012,CRM114,2000.93,22.3,1.025882775,-1.381559,2013.048738,2014.430297,2013.739518,1962.933356,1961.310813
4K,8/1/2012,10:15:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,30.8,37.2,Karen Neely,1.023101733,,8/13/2012,CRM114,2217.91,4.5,26.8,,2342.5,2338,,2340.25,2338.21,8.185,8.178,,8.1815,,8/7/2012,CRM114,2000.93,22.6,1.025720689,-3.008536,2017.141209,2020.149745,2018.645477,1968.02648,1966.403937
5K,7/7/2012,3:15:00 PM,,,ADCP SW,30.2,37.2,Karen Neely,1.023310185,,8/13/2012,CRM114,2217.91,2.5,26.8,,2328,2325.5,,2326.75,2324.71,8.158,8.156,,8.157,,8/7/2012,CRM114,2000.93,22.6,1.025720689,-0.90933,2017.398026,2018.307356,2017.852691,1967.253574,1965.631031
10I,5/28/2012,12:45:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,29.2,36.6,Karen Neely,1.023201005,,8/14/2012,CRM114,2217.91,-3.6,26.5,,2240.5,2244.1,,2242.3,2242.26,8.232,8.216,,8.224,,8/14/2012,CRM114,2000.93,23.9,1.024884759,-2.429388,1909.444551,1911.873939,1910.659245,1864.267401,1862.466296
6K,7/7/2012,3:50:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,30.4,37.2,Karen Neely,1.023240985,,8/20/2012,CRM114,2217.91,-1,26.55,,2321.8,2322.8,,2322.3,2322.86,8.158,8.154,,8.156,,8/7/2012,CRM114,2000.93,22.5,1.02574945,0.287557,2012.002188,2011.714631,2011.85841,1961.354607,1961.354607
8K,7/23/2012,12:55:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,29.7,36.8,Karen Neely,1.023181554,,8/20/2012,CRM114,2217.91,-2.6,26.7,,2321.4,2324,,2322.7,2323.26,8.176,8.171,,8.1735,,8/7/2012,CRM114,2000.93,22.8,1.025359085,-2.470258,2000.405385,2002.875643,2001.640514,1952.136128,1952.136128
9K,7/7/2012,3:30:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,30.4,37.3,Karen Neely,1.023316013,,8/20/2012,CRM114,2217.91,4.1,26.65,,2332.6,2328.5,,2330.55,2331.11,8.155,8.148,,8.1515,,8/7/2012,CRM114,2000.93,22.7,1.025767834,-3.733186,2017.791087,2021.524273,2019.65768,1968.922804,1968.922804
10K,7/23/2012,12:44:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,29.8,36.9,Karen Neely,1.02322247,,8/20/2012,CRM114,2217.91,1,26.55,,2327.8,2326.8,,2327.3,2327.86,8.175,8.175,,8.175,,8/7/2012,CRM114,2000.93,22.6,1.025492716,1.70973,2006.940965,2005.231235,2006.0861,1956.21682,1956.21682
11K,8/1/2012,9:45:00 AM,24° 51.282' N,80° 34.045' W,Transect 4,29.6,37,Karen Neely,1.023365848,,8/20/2012,CRM114,2217.91,4.5,26.75,,2368.4,2363.9,,2366.15,2366.71,8.13,8.128,,8.129,,8/8/2012,CRM114,2000.93,23.6,1.025277009,-1.244969,2070.151797,2071.396766,2070.774282,2019.721756,2019.721756
13K,7/7/2012,3:40:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,30.4,37.3,Karen Neely,1.023316013,,8/20/2012,CRM114,2217.91,2.4,26.75,,2324.5,2322.1,,2323.3,2323.86,8.154,8.154,,8.154,,8/8/2012,CRM114,2000.93,23.4,1.025563634,0.485842,2017.680892,2017.19505,2017.437971,1967.150457,1967.150457
14K,8/1/2012,10:50:00 AM,24° 54.311' N,80° 37.596' W,Transect 1,31.9,37.4,Karen Neely,1.022862721,,8/20/2012,CRM114,2217.91,0.1,26.8,,2204.9,2204.8,,2204.85,2205.41,8.141,8.135,,8.138,,8/8/2012,CRM114,2000.93,23.5,1.025610027,-3.097241,1919.055024,1922.152265,1920.603645,1872.645151,1872.645151
15K,7/23/2012,1:25:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,29.8,37,Karen Neely,1.023297551,,8/20/2012,CRM114,2217.91,-0.2,26.55,,2331.7,2331.9,,2331.8,2332.36,8.191,8.179,,8.185,,8/8/2012,CRM114,2000.93,23.5,1.025306534,-2.91505,2007.113835,2010.028885,2008.57136,1958.995963,1958.995963
17K,7/23/2012,1:05:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,29.8,36.6,Karen Neely,1.022997252,,8/20/2012,CRM114,2217.91,4.2,26.6,,2330.6,2326.4,,2328.5,2329.06,8.182,8.18,,8.181,,8/8/2012,CRM114,2000.93,23.5,1.025003111,0.455477,2006.506533,2006.051056,2006.278795,1957.339224,1957.339224
18K,8/1/2012,10:00:00 AM,24° 53.862' N,80° 37.090' W,Transect 3,30.1,36.7,Karen Neely,1.022969438,,8/20/2012,CRM114,2217.91,-0.6,26.7,,2339.6,2340.2,,2339.9,2340.46,8.14,8.136,,8.138,,8/8/2012,CRM114,2000.93,23.6,1.025049476,1.852272,2050.718129,2048.865857,2049.791993,1999.700542,1999.700542
21K,8/1/2012,10:25:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,31.1,37.3,Karen Neely,1.023071504,,8/20/2012,CRM114,2217.91,0.7,26.35,,2350,2349.3,,2349.65,2350.21,8.213,8.201,,8.207,,8/8/2012,CRM114,2000.93,23.6,1.025504582,0.091096,2009.026837,2008.935741,2008.981289,1959.01737,1959.01737
22K,7/23/2012,1:35:00 PM,,,ADCP SW,29.8,37,Karen Neely,1.023297551,,8/21/2012,CRM114,2217.91,-6,26.75,,2322.3,2328.3,,2325.3,2325.11,8.181,8.185,,8.183,,8/8/2012,CRM114,2000.93,23.6,1.025277009,-2.945415,1998.824161,2001.769576,2000.296869,1950.981882,1950.981882
23K,7/23/2012,1:15:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,29.7,37.1,Karen Neely,1.023406833,,8/21/2012,CRM114,2217.91,-3.6,26.7,,2340,2343.6,,2341.8,2341.61,8.18,8.184,,8.182,,8/8/2012,CRM114,2000.93,23.8,1.025293551,1.396795,2014.674747,2013.277952,2013.97635,1964.29242,1964.29242
14,4/20/2012,11:00:00 AM,24° 54.311' N,80° 37.596' W,Transect 1,26.42,36.1,Karen Neely,1.023733333,,9/5/2012,CRM114,2217.91,5.8,27.45,,2253.2,2247.4,,2250.3,2254.41,8.268,8.269,,8.2685,,7/10/2012,CRM114,2000.93,24.8,1.024235583,-2.405371,1836.825361,1839.230732,1838.028047,1794.53641,1795.093699
16,4/20/2012,11:20:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,25.48,35.35,Karen Neely,1.023460614,,9/5/2012,CRM114,2217.91,1.3,27.65,,2373,2371.7,,2372.35,2376.46,8.111,8.11,,8.1105,,7/10/2012,CRM114,2000.93,24.8,1.023668323,-1.865958,2072.54388,2074.409838,2073.476859,2025.535822,2026.093112
20,4/20/2012,12:40:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,25.83,35.57,Karen Neely,1.023518392,,9/7/2012,CRM114,2217.91,1.5,27.5,,2364.8,2363.3,,2364.05,2367.81,8.105,8.107,,8.106,,7/10/2012,CRM114,2000.93,23,1.024367581,1.236159,2077.123842,2075.887683,2076.505763,2027.109995,2027.667284
21,4/20/2012,1:06:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,26.04,35.55,Karen Neely,1.023437808,,9/7/2012,CRM114,2217.91,2.9,27.75,,2366.8,2363.9,,2365.35,2369.11,8.067,8.066,,8.0665,,7/10/2012,CRM114,2000.93,22.9,1.024381257,-0.163172,2079.220452,2079.383624,2079.302038,2029.812653,2030.369942
22,4/20/2012,1:22:00 PM,24° 53.862' N,80° 37.090' W,Transect 3,25.77,35.56,Karen Neely,1.023529491,,9/17/2012,CRM114,2217.91,-0.9,27.5,,2360.9,2361.8,,2361.35,2364.56,8.085,8.084,,8.0845,,7/10/2012,CRM114,2000.93,23.3,1.024272961,-0.999433,2082.240373,2083.239806,2082.74009,2033.383842,2033.941131
23,5/4/2012,12:00:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,25.47,34.89,Karen Neely,1.023116296,,9/17/2012,CRM114,2217.91,0.6,27.45,,2333.6,2333,,2333.3,2336.51,8.052,8.051,,8.0515,,7/10/2012,CRM114,2000.93,23,1.023851762,0.562883,2088.99337,2088.430487,2088.711929,2040.053069,2040.610358
24,5/4/2012,12:10:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,25.4,34.78,Karen Neely,1.023054727,,9/17/2012,CRM114,2217.91,-1.4,27.5,,2327.3,2328.7,,2328,2331.21,8.052,8.055,,8.0535,,7/10/2012,CRM114,2000.93,23.7,1.023564899,-0.178227,2085.021688,2085.199915,2085.110802,2037.10659,2037.663879
25,5/4/2012,12:20:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,25.55,35,Karen Neely,1.023174732,,,CRM114,2217.91,-2.3,27.5,,2330.9,2333.2,,2332.05,2334.81,8.037,8.036,,8.0365,,7/10/2012,CRM114,2000.93,24.8,1.023403686,-1.213063,2094.950949,2096.164012,2095.557481,2047.635268,2048.192557
26,5/4/2012,12:32:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,25.65,34.91,Karen Neely,1.023075934,,,CRM114,2217.91,-0.2,27.2,,2329.6,2329.8,,2329.7,2332.46,8.051,8.051,,8.051,,7/10/2012,CRM114,2000.93,23.1,1.023838089,2.367829,2094.51326,2092.145431,2093.329346,2044.590223,2045.147512
27,5/4/2012,12:40:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,25.59,34.83,Karen Neely,1.023034054,,,CRM114,2217.91,-3.7,27.2,,2317.9,2321.6,,2319.75,2322.51,8.056,8.063,,8.0595,,7/10/2012,CRM114,2000.93,23.2,1.023748517,0.623325,2083.230276,2082.606951,2082.918614,2034.599883,2035.157172
29,5/15/2012,9:15:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,28,35,Karen Neely,1.022396837,,,CRM114,2217.91,3.3,27.6,,2334.9,2331.6,,2333.25,2336.01,8.172,8.169,,8.1705,,7/10/2012,CRM114,2000.93,23.3,1.023848389,3.313124,2000.013667,1996.700543,1998.357105,1951.809591,1952.36688
30,5/15/2012,9:28:00 AM,24° 53.891' N,80° 36.964' W,ADCP NE,27.9,37.2,Karen Neely,1.024085277,,,CRM114,2217.91,3.2,27.6,,2332.3,2329.1,,2330.7,2333.46,8.211,8.198,,8.2045,,7/10/2012,CRM114,2000.93,23.3,1.025517139,1.246449,1998.370353,1997.123904,1997.747129,1948.038752,1948.596042
31,5/15/2012,9:40:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,27.9,37.2,Karen Neely,1.024085277,,,CRM114,2217.91,3,27.6,,2324.5,2321.5,,2323,2325.76,8.183,8.178,,8.1805,,7/10/2012,CRM114,2000.93,23.6,1.02542872,0.055639,1997.411725,1997.356086,1997.383906,1947.85251,1948.409799
32,5/15/2012,9:55:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,28,37.4,Karen Neely,1.024202991,,10/1/2012,CRM114,2217.91,-4.1,27.25,,2313.5,2317.6,,2315.55,2317.66,8.152,8.148,,8.15,,7/10/2012,CRM114,2000.93,23.5,1.025610027,2.964297,1999.947907,1996.98361,1998.465759,1948.563007,1949.120296
33,5/15/2012,10:05:00 AM,24° 53.798' N,80° 36.918' W,Cal Val SE,27.9,37.5,Karen Neely,1.024311237,,10/1/2012,CRM114,2217.91,-2.6,27.35,,2327.8,2330.4,,2329.1,2331.21,8.187,8.16,,8.1735,,7/10/2012,CRM114,2000.93,24.5,1.025386477,-0.715963,1998.824978,1999.540941,1999.18296,1949.687268,1950.244557
34,5/15/2012,10:15:00 AM,24° 53.788' N,80° 37.092' W,ADCP S,28,37.4,Karen Neely,1.024202991,,10/3/2012,CRM114,2217.91,1.5,27.6,,2309.7,2308.2,,2308.95,2307.61,8.146,8.139,,8.1425,,7/10/2012,CRM114,2000.93,24.6,1.025280369,0.589948,1982.775009,1982.185061,1982.480035,1933.597965,1934.155254
36,5/15/2012,10:35:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,28,37.5,Karen Neely,1.024278304,,10/3/2012,CRM114,2217.91,-1.1,27.6,,2315.9,2317,,2316.45,2315.11,8.158,8.158,,8.158,,7/10/2012,CRM114,2000.93,24.2,1.025477124,0.030503,1984.182536,1984.152033,1984.167285,1934.872303,1935.429592
2H,8/14/2012,1:10:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,30.8,36.8,Karen Neely,1.022801842,,10/29/2012,CRM114,2217.91,-4.1,27.05,,2247.8,2251.9,,2249.85,2251.06,8.186,8.184,,8.185,,10/26/2012,CRM114,2000.93,22.3,1.025502609,0.365285,1936.333846,1935.968561,1936.151204,1888.00222,1886.873935
3H,8/14/2012,1:20:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,30.9,36.9,Karen Neely,1.022841851,,10/29/2012,CRM114,2217.91,-0.5,27.1,,2248.8,2249.3,,2249.05,2250.26,8.204,8.184,,8.194,,10/26/2012,CRM114,2000.93,22.1,1.025635512,0.060881,1931.980865,1931.919984,1931.950425,1883.66179,1882.533505
4H,8/14/2012,1:30:00 PM,24° 53.891' N,80° 36.964' W,ADCP3 NE,30.9,36.7,Karen Neely,1.022691945,,10/29/2012,CRM114,2217.91,-2.1,27.4,,2253.4,2255.5,,2254.45,2255.66,8.181,8.19,,8.1855,,10/26/2012,CRM114,2000.93,21.9,1.025539911,27.274623,1932.589674,1905.315051,1918.952363,1871.163026,1870.03474
5H,8/14/2012,1:37:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,30.9,36.9,Karen Neely,1.022841851,,10/29/2012,CRM114,2217.91,4.9,27.35,,2268.7,2263.8,,2266.25,2267.46,8.191,8.188,,8.1895,,10/26/2012,CRM114,2000.93,22.5,1.025521435,2.13083,1949.118826,1946.987996,1948.053411,1899.573567,1898.445282
6H,8/14/2012,1:50:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,30.9,36.6,Karen Neely,1.022616999,,10/31/2012,CRM114,2217.91,-1,27.65,,2268.9,2269.9,,2269.4,2271.31,8.189,8.188,,8.1885,,10/26/2012,CRM114,2000.93,22.4,1.025322057,-0.882773,1948.296934,1949.179707,1948.738321,1900.610941,1899.482656
7H,8/14/2012,2:00:00 PM,24° 53.788' N,80° 37.092' W,ADCP2 S,30.9,36.9,Karen Neely,1.022841851,,10/31/2012,CRM114,2217.91,2.1,27.6,,2248.4,2246.3,,2247.35,2249.26,8.198,8.197,,8.1975,,10/26/2012,CRM114,2000.93,22.2,1.025607113,2.8614,1927.993169,1925.131769,1926.562469,1878.460519,1877.332233
9H,8/22/2012,2:39:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,31.6,36.2,Karen Neely,1.022071121,,10/31/2012,CRM114,2217.91,-2.8,27.55,,2276.1,2278.9,,2277.5,2279.41,8.206,8.206,,8.206,,10/26/2012,CRM114,2000.93,22.1,1.025103236,0.395725,1939.408329,1939.012604,1939.210467,1891.72212,1890.593835
10H,8/22/2012,2:50:00 PM,24° 53.891' N,80° 36.964' W,ADCP3 NE,31.6,36.4,Karen Neely,1.02222083,,10/31/2012,CRM114,2217.91,5.1,27.45,,2274.7,2269.6,,2272.15,2274.06,8.204,8.201,,8.2025,,10/26/2012,CRM114,2000.93,22.1,1.025255293,0.426166,1935.14667,1934.720504,1934.933587,1887.27003,1886.141745
11H,8/22/2012,2:59:00 PM,24° 53.891' N,80° 36.964' W,ADCP3 NE,31.7,36.4,Karen Neely,1.022185365,,11/2/2012,CRM114,2217.91,0.1,27.6,,2253.1,2253,,2253.05,2254.91,8.193,8.184,,8.1885,,10/26/2012,CRM114,2000.93,22.1,1.025255293,1.978628,1931.189414,1929.210786,1930.2001,1882.653144,1881.524858
12H,8/22/2012,3:09:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,31.7,36.4,Karen Neely,1.022185365,,11/2/2012,CRM114,2217.91,-1.7,27.55,,2250.9,2252.6,,2251.75,2253.61,8.189,8.179,,8.184,,10/26/2012,CRM114,2000.93,22.1,1.025255293,-0.791451,1932.102627,1932.894078,1932.498353,1884.894783,1883.766498
13H,8/22/2012,3:19:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,31.7,36.4,Karen Neely,1.022185365,,11/2/2012,CRM114,2217.91,-0.2,27.4,,2289.2,2289.4,,2289.3,2291.16,8.066,8.068,,8.067,,10/26/2012,CRM114,2000.93,22.2,1.025226965,-2.13083,2027.442045,2029.572875,2028.50746,1978.59355,1977.465265
14H,8/22/2012,3:28:00 PM,24° 53.788' N,80° 37.092' W,ADCP2 S,31.7,36.4,Karen Neely,1.022185365,,11/2/2012,CRM114,2217.91,-3.7,27.75,,2268.8,2272.5,,2270.65,2272.51,8.205,8.202,,8.2035,,10/26/2012,CRM114,2000.93,22.3,1.025198556,-0.426166,1935.237991,1935.664157,1935.451074,1887.879242,1886.750957
