Bottle ID,Date collected,Time collected (EST) ,Latitude,Longitude,Sampling Location,Temp at collection (deg C),Salinity (psu),Collector,Calculated Density field conditions (g/ml),Desitometer Salinity ,Date alkalinity analyzed,CRM ID,CRM certified TA value (µequiv/kg),Difference between TA1 and TA2,Temp during TA analysis,Sample density at analysis,TA1 (µequiv/L),TA2 (µequiv/L),Mean TA (µequiv/L),Mean TA corrected for density (uequiv/kg),TA with CRM Correction (uequiv/kg),TA1 pH,TA2 pH,Mean TA pH (NBS),Mean TA pH (total),,Date analyzed,CRM ID,CRM Certified TCO2 value (µmol/kg),Temp during TCO2 analysis,Density during TCO2 analysis,Difference between TCO2_1 and TCO2_2,TCO2_1 (µmol/L),TCO2_2  (µmol/L),Mean TCO2 (µmol/L),Mean TCO2 corrected for density (µmol/kg),CRM Corrected TCO2 (µmol/kg)
1E,10/4/2012,12:00:00 PM,24° 54.311' N,80° 37.596' W,Transect 1,29.4,36,Karen Neely,1.02268279,,12/13/2012,CRM 114,2217.91,-2.4,24.6,1.024220513,2444.7,2447.1,2445.9,2388.059963,2383.392153,8.09,8.089,,,,12/12/2012,CRM114,2000.93,21.4,1.025146826,2.832477,2176.350088,2173.517611,2174.93385,2121.582777,2123.966117
2E,10/4/2012,11:45:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,29,36.5,Karen Neely,1.023193188,,12/13/2012,CRM 114,2217.91,-2.6,24.6,1.024598933,2444.2,2446.8,2445.5,2386.787573,2382.119762,8.171,8.171,,,,12/12/2012,CRM114,2000.93,21.3,1.025555156,2.551677,2127.406548,2124.854871,2126.13071,2073.151011,2075.534351
3E,10/4/2012,11:30:00 AM,24° 53.862' N,80° 37.090' W,Transect 3,28.8,36.3,Karen Neely,1.02310987,,12/13/2012,CRM 114,2217.91,-1.4,24.05,1.024612755,2430.6,2432,2431.3,2372.89648,2368.228669,8.22,8.219,,,,12/12/2012,CRM114,2000.93,21.4,1.025375194,-0.083556,2084.664038,2084.747594,2084.705816,2033.115124,2035.498465
4E,10/4/2012,11:10:00 AM,24° 51.282' N,80° 34.045' W,Transect 4,28.7,36.2,Karen Neely,1.023068074,,12/13/2012,CRM 114,2217.91,-0.6,24.35,1.024447219,2425.8,2426.4,2426.1,2368.203997,2363.536187,8.242,8.25,,,,12/12/2012,CRM114,2000.93,21.4,1.025299067,-3.181942,2061.127772,2064.309714,2062.718743,2011.821535,2014.204875
7E,10/4/2012,12:35:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,29.4,36.6,Karen Neely,1.023133376,,12/13/2012,CRM 114,2217.91,-1.7,24.5,1.024704882,2451.4,2453.1,2452.25,2393.128054,2388.460243,8.093,8.09,,,,12/12/2012,CRM114,2000.93,21.4,1.025603602,-1.468728,2164.601968,2166.070696,2165.336332,2111.27996,2113.663301
8E,10/4/2012,12:45:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,29.5,36.5,Karen Neely,1.023024356,,12/13/2012,CRM 114,2217.91,-0.7,24.4,1.024659333,2452.3,2453,2452.65,2393.62481,2388.956999,8.087,8.086,,,,12/12/2012,CRM114,2000.93,21.6,1.025471829,-0.710777,2167.141832,2167.852609,2167.497221,2113.658474,2116.041815
9E,10/4/2012,12:55:00 PM,24° 53.788' N,80° 37.092' W,ADCP2 S,29.5,36.6,Karen Neely,1.023099453,,12/13/2012,CRM 114,2217.91,0.3,24.3,1.024765153,2450.2,2449.9,2450.05,2390.84047,2386.17266,8.09,8.09,,,,12/13/2012,CRM114,2000.93,20.9,1.025741332,0.959946,2171.658013,2170.698067,2171.17804,2116.691579,2119.001117
10E,10/4/2012,1:05:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,29.4,36.7,Karen Neely,1.02320849,,12/13/2012,CRM 114,2217.91,3.2,24.3,1.024840894,2453.4,2450.2,2451.8,2392.371356,2387.703546,8.095,8.093,,,,12/13/2012,CRM114,2000.93,21,1.025790153,-3.743024,2162.105998,2165.849022,2163.97751,2109.571343,2111.880881
11E,10/4/2012,1:15:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,29.4,36.6,Karen Neely,1.023133376,,12/13/2012,CRM 114,2217.91,1.9,24.55,1.024689766,2453.9,2452,2452.95,2393.846491,2389.17868,8.093,8.084,,,,12/13/2012,CRM114,2000.93,21.4,1.025603602,-0.726035,2166.784351,2167.510386,2167.147369,2113.045785,2115.355324
12E,10/31/2012,11:19:00 AM,,,ADCP3 N,22.5,36.2,Karen Neely,1.024989555,,12/13/2012,CRM 114,2217.91,-3.9,24.55,1.024386977,2520.9,2524.8,2522.85,2462.789997,2458.122187,8.06,8.063,,,,12/13/2012,CRM114,2000.93,21,1.025409181,0.02673,2242.919583,2242.892853,2242.906218,2187.328006,2189.637544
14E,10/31/2012,10:42:00 AM,24° 53.788' N,80° 37.092' W,ADCP2 S,22.3,35.9,Karen Neely,1.024818588,,12/13/2012,CRM 114,2217.91,1,24.5,1.024175002,2541,2540,2540.5,2480.533108,2475.865298,8.042,8.045,,,,12/13/2012,CRM114,2000.93,21,1.025180649,-2.429014,2251.956898,2254.385912,2253.171405,2197.828653,2200.138192
15E,10/31/2012,11:00:00 AM,24° 53.798' N,80° 36.918' W,Cal Val SE,22.4,36,Karen Neely,1.024866141,,12/13/2012,CRM 114,2217.91,-3.6,24.7,1.024190262,2523.8,2527.4,2525.6,2465.948069,2461.280259,8.052,8.051,,,,12/13/2012,CRM114,2000.93,21.1,1.025229446,1.930532,2236.250406,2234.319874,2235.28514,2180.277936,2182.587474
16E,10/31/2012,11:07:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,22.4,36,Karen Neely,1.024866141,,12/13/2012,CRM 114,2217.91,1.2,24.4,1.02428078,2517.2,2516,2516.6,2456.943495,2452.275684,8.047,8.054,,,,12/13/2012,CRM114,2000.93,21.1,1.025229446,-3.209056,2241.828765,2245.037821,2243.433293,2188.225575,2190.535113
17E,10/31/2012,11:27:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,22.4,36,Karen Neely,1.024866141,,12/13/2012,CRM 114,2217.91,0.9,24.3,1.024310797,2522.4,2521.5,2521.95,2462.094519,2457.426709,8.058,8.057,,,,12/13/2012,CRM114,2000.93,21.2,1.025201988,0.726998,2241.914417,2241.187419,2241.550918,2186.448081,2188.757619
18E,9/22/2012,4:40:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,29.3,36.6,Karen Neely,1.023167227,,12/13/2012,CRM 114,2217.91,5.9,24.2,1.024795171,2449.2,2443.3,2446.25,2387.062379,2382.394569,8.154,8.154,,,,12/13/2012,CRM114,2000.93,21.1,1.025686485,1.512017,2110.945384,2109.433367,2110.189376,2057.343453,2059.652992
19E,9/22/2012,4:32:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,29.3,36.6,Karen Neely,1.023167227,,12/13/2012,CRM 114,2217.91,6.8,24.4,1.024735056,2448.5,2441.7,2445.1,2386.080173,2381.412362,8.157,8.151,,,,12/13/2012,CRM114,2000.93,21.1,1.025686485,-0.883633,2111.084274,2111.967907,2111.526091,2058.646693,2060.956231
20E,9/22/2012,4:25:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,29.3,36.5,Karen Neely,1.023092106,,12/13/2012,CRM 114,2217.91,5.3,24.5,1.024629172,2456.6,2451.3,2453.95,2394.96402,2390.29621,8.147,8.146,,,,12/13/2012,CRM114,2000.93,21.1,1.025610301,-0.764963,2117.07544,2117.840403,2117.457922,2064.583321,2066.892859
21E,9/22/2012,4:18:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,29.3,36.6,Karen Neely,1.023167227,,12/13/2012,CRM 114,2217.91,4.1,24.6,1.02467463,2438.7,2434.6,2436.65,2377.974362,2373.306552,8.142,8.143,,,,12/13/2012,CRM114,2000.93,21,1.02571395,-0.841305,2111.328432,2112.169737,2111.749085,2058.808974,2061.118512
22E,9/22/2012,4:10:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,29.2,36.6,Karen Neely,1.023201005,,12/13/2012,CRM 114,2217.91,-0.9,24.2,1.024795171,2435.7,2436.6,2436.15,2377.206751,2372.538941,8.14,8.137,,,,12/13/2012,CRM114,2000.93,21.2,1.025658939,-1.485104,2111.459509,2112.944613,2112.202061,2059.361042,2061.67058
2P,1/8/2013,9:50:00 AM,24° 53.798' N,80° 36.918' W,Cal Val SE,24.6,36.6,Karen Neely,1.02467463,,3/1/2013,CRM 123,2225.21,-1,23.8,1.024914465,2460.4,2461.4,2460.9,2401.078417,2401.584049,8.216,8.209,8.2125,,,3/1/2013,CRM123,2022.4,21.4,1.025603602,2.526942,2636.82601,2634.299068,2635.562539,2569.767241,2082.210058
3P,1/8/2013,10:02:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,24.6,36.7,Karen Neely,1.024750332,,3/1/2013,CRM 123,2225.21,0.8,23.8,1.024990273,2456.4,2455.6,2456,2396.1203,2396.625932,8.211,8.211,8.211,,,3/1/2013,CRM123,2022.4,21.5,1.025651941,-1.623282,2641.204888,2642.82817,2642.016529,2575.9387,2088.381517
4P,1/8/2013,10:19:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,24.6,36.6,Karen Neely,1.02467463,,3/1/2013,CRM 123,2225.21,-1.7,23.55,1.024988386,2468.2,2469.9,2469.05,2408.856563,2409.362195,8.214,8.211,8.2125,,,3/1/2013,CRM123,2022.4,21.2,1.025658939,3.771955,2645.94842,2642.176465,2644.062443,2577.915857,2090.358674
5P,1/8/2013,10:19:00 AM,24° 53.891' N,80° 36.964' W,ADCP NE,24.7,36.6,Karen Neely,1.024644301,,3/1/2013,CRM 123,2225.21,-2.1,23.45,1.025017817,2461.4,2463.5,2462.45,2402.348486,2402.854118,8.214,8.215,8.2145,,,3/1/2013,CRM123,2022.4,21.3,1.025631311,-5.182567,2632.297192,2637.479759,2634.888476,2569.040596,2081.483413
6P,1/8/2013,10:32:00 AM,24° 53.788' N,80° 37.092' W,ADCP S,24.6,36.6,Karen Neely,1.02467463,,3/1/2013,CRM 123,2225.21,1.6,23.6,1.024973641,2455.2,2453.6,2454.4,2394.598165,2395.103798,8.211,8.205,8.208,,,3/1/2013,CRM123,2022.4,21.3,1.025631311,3.408128,2631.013497,2627.605369,2629.309433,2563.600978,2076.043795
7P,1/8/2013,10:42:00 AM,24° 53.788' N,80° 37.092' W,ADCP S,24.6,36.7,Karen Neely,1.024750332,,3/1/2013,CRM 123,2225.21,0.1,23.8,1.024990273,2454.6,2454.5,2454.55,2394.705652,2395.211285,8.209,8.206,8.2075,,,3/1/2013,CRM123,2022.4,21.2,1.025735113,1.367216,2637.211117,2635.843901,2636.527509,2570.378528,2082.821345
5L,2/21/2013,12:50:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,22.7,36.4,Karen Neely,1.025084121,,3/1/2013,CRM 123,2225.21,-1.5,23.9,1.024733182,2440.3,2441.8,2441.05,2382.132288,2382.637921,,,,,,3/1/2013,CRM123,2022.4,21.3,1.025479006,-3.351087,2603.853466,2607.204553,2605.52901,2540.792151,2053.234968
10L,2/4/2013,2:10:00 PM,24° 53.862' N,80° 37.090' W,Transect 3,24.4,36.3,Karen Neely,1.024507898,,3/1/2013,CRM 123,2225.21,-0.2,23.9,1.024657401,2431.3,2431.5,2431.4,2372.890684,2373.396316,8.216,8.204,8.21,,,3/1/2013,CRM123,2022.4,21.3,1.02540286,3.073773,2603.596404,2600.522631,2602.059518,2537.597289,2050.040106
6L,1/24/2013,1:00:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,22.4,36.5,Karen Neely,1.02524606,,3/1/2013,CRM 123,2225.21,-2.6,23.9,1.024808968,2450.6,2453.2,2451.9,2392.543465,2393.049098,8.208,8.223,8.2155,,,3/1/2013,CRM123,2022.4,21.3,1.025555156,4.528792,2610.820364,2606.291572,2608.555968,2543.555021,2055.997838
7L,1/24/2013,1:12:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,22.5,36.5,Karen Neely,1.025217477,,3/1/2013,CRM 123,2225.21,-0.9,23.9,1.024808968,2452.9,2453.8,2453.35,2393.958363,2394.463996,8.223,8.223,8.223,,,3/1/2013,CRM123,2022.4,21.3,1.025555156,-3.202794,2618.896451,2622.099245,2620.497848,2555.199329,2067.642146
8L,2/4/2013,1:54:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,24.5,36.4,Karen Neely,1.024553466,,3/1/2013,CRM 123,2225.21,2.7,23.8,1.024762861,2432.6,2429.9,2431.25,2372.500109,2373.005742,8.209,8.206,8.2075,,,3/1/2013,CRM123,2022.4,21.3,1.025479006,2.04743,2607.490984,2605.443554,2606.467269,2541.707098,2054.149915
11L,2/4/2013,2:23:00 PM,24° 53.128' N,80° 36.246' W,Transect 2,23.5,36.5,Karen Neely,1.024927267,,3/1/2013,CRM 123,2225.21,1.7,23.7,1.024868275,2435,2433.3,2434.15,2375.085716,2375.591349,8.228,8.226,8.227,,,3/1/2013,CRM123,2022.4,21.3,1.025555156,0.328564,2604.446579,2604.118015,2604.282297,2539.387843,2051.83066
14L,2/4/2013,2:55:00 PM,24° 54.311' N,80° 37.596' W,Transect 1,21.5,36.8,Karen Neely,1.025728076,,3/8/2013,CRM 123,2225.21,-0.8,24,1.025006542,2445.9,2446.7,2446.3,2386.618915,2392.964317,8.244,8.242,,,,3/1/2013,CRM123,2022.4,21.4,1.025755895,3.405482,2607.058697,2603.653215,2605.355956,2539.937589,4574.591519
15L,2/21/2013,12:30:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,22.4,36.4,Karen Neely,1.025170068,,3/8/2013,CRM 123,2225.21,1.7,23.8,1.024762861,2430.2,2428.5,2429.35,2370.646022,2376.991424,8.235,8.235,,,,3/8/2013,CRM123,2022.4,21.2,1.025506605,2.584751,2081.434664,2078.849913,2080.142289,2028.404575,2036.376211
17L,2/21/2013,12:40:00 PM,24° 53.891' N,80° 36.964' W,ADCP3 NE,22.5,36.4,Karen Neely,1.025141499,,3/8/2013,CRM 123,2225.21,1.9,24,1.024703425,2431.1,2429.2,2430.15,2371.564241,2377.909644,8.239,8.235,,,,3/8/2013,CRM123,2022.4,21.1,1.025534121,0.589613,2080.132152,2079.542539,2079.837346,2028.052799,2036.024435
19L,2/21/2013,1:01:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,22.6,36.4,Karen Neely,1.02511285,,3/8/2013,CRM 123,2225.21,0.7,24,1.024703425,2429.3,2428.6,2428.95,2370.393171,2376.738573,8.232,8.234,,,,3/8/2013,CRM123,2022.4,21.1,1.025534121,-2.33035,2080.081952,2082.412302,2081.247127,2029.427479,2037.399115
20L,2/21/2013,1:14:00 PM,24° 53.788' N,80° 37.092' W,ADCP2 S,22.5,36.5,Karen Neely,1.025217477,,3/8/2013,CRM 123,2225.21,-4,23.45,1.024941965,2421.7,2425.7,2423.7,2364.719254,2371.064657,8.229,8.216,,,,3/8/2013,CRM123,2022.4,21.2,1.02558277,1.571264,2074.512286,2072.941022,2073.726654,2021.998336,2029.969972
21L,1/24/2013,12:46:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,22.5,36.5,Karen Neely,1.025217477,,3/8/2013,CRM 123,2225.21,-2.5,23.2,1.025015163,2435.9,2438.4,2437.15,2377.672144,2384.017547,8.223,8.216,,,,3/8/2013,CRM123,2022.4,21.2,1.02558277,1.473783,2090.126536,2088.652753,2089.389645,2037.27062,2045.242255
2L,1/24/2013,12:14:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,22.4,36.4,Karen Neely,1.025170068,,3/8/2013,CRM 123,2225.21,-3.8,23.7,1.024792462,2433.8,2437.6,2435.7,2376.773924,2383.119326,8.201,8.207,,,,3/8/2013,CRM123,2022.4,19,1.026092879,3.458975,2092.423001,2088.964026,2090.693514,2037.528529,2045.500164
3I,11/19/2012,11:10:00 AM,24° 53.891' N,80° 36.964' W,ADCP3 NE,24.1,37,Karen Neely,1.025128211,,3/13/2013,CRM 123,2225.21,-1.7,25,1.024855473,2447,2448.7,2447.85,2388.483122,2402.524792,,,,,,3/8/2013,CRM123,2022.4,19.5,1.026421768,-4.120388,2119.933904,2124.054292,2121.994098,2067.370513,2075.342149
4I,11/19/2012,11:21:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,24.1,37,Karen Neely,1.025128211,,3/13/2013,CRM 123,2225.21,0,25.25,1.024778603,2446.1,2446.1,2446.1,2386.954599,2400.996269,,,,,,3/8/2013,CRM123,2022.4,20.5,1.026155177,4.304284,2120.060148,2115.755864,2117.908006,2063.925664,2071.8973
5I,11/19/2012,11:37:00 AM,24° 53.788' N,80° 37.092' W,ADCP S,24.2,37,Karen Neely,1.025098217,,3/13/2013,CRM 123,2225.21,-2.2,25.15,1.024809409,2446.8,2449,2447.9,2388.639272,2402.680942,,,,,,3/8/2013,CRM123,2022.4,20.8,1.02607359,2.561938,2114.108735,2111.546797,2112.827766,2059.138631,2067.110266
6I,11/19/2012,11:50:00 AM,24° 53.735' N,80° 36.998' W,Cal Val S,24.1,37,Karen Neely,1.025128211,,3/13/2013,CRM 123,2225.21,2.8,25.35,1.024747721,2456.2,2453.4,2454.8,2395.516428,2409.558098,,,,,,3/8/2013,CRM123,2022.4,19,1.026551937,-3.26647,2120.258591,2123.525061,2121.891826,2067.008741,2074.980377
7I,11/19/2012,12:05:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,24.1,37,Karen Neely,1.025128211,,3/13/2013,CRM 123,2225.21,1.8,25.4,1.024732251,2455.7,2453.9,2454.8,2395.552592,2409.594262,,,,,,3/8/2013,CRM123,2022.4,19.6,1.026395483,-0.842251,2127.85079,2128.693041,2128.271916,2073.53983,2081.511466
8I,12/17/2012,12:20:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,26.3,36.8,Karen Neely,1.024299547,,3/13/2013,CRM 123,2225.21,-4.7,25.45,1.024565557,2403.8,2408.5,2406.15,2348.458801,2362.500471,,,,,,3/8/2013,CRM123,2022.4,20.1,1.026110112,-2.084991,2066.100465,2068.185456,2067.142961,2014.543017,2022.514653
3L,1/24/2013,12:25:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,22.5,36.5,Karen Neely,1.025217477,,3/13/2013,CRM 123,2225.21,3.1,25.4,1.02435424,2430.4,2427.3,2428.85,2371.103575,2385.145244,,,,,,3/8/2013,CRM123,2022.4,20.2,1.025854391,-2.709264,2084.668749,2087.378013,2086.023381,2033.449776,2041.421412
4L,1/24/2013,12:36:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,22.5,36.5,Karen Neely,1.025217477,,3/13/2013,CRM 123,2225.21,2,25.3,1.024385096,2431.1,2429.1,2430.1,2372.252397,2386.294067,,,,,,3/8/2013,CRM123,2022.4,19.5,1.026039599,-4.046257,2089.889206,2093.935463,2091.912335,2038.822221,2046.793857
10I,12/3/2012,1:00:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,22,36,Karen Neely,1.024979386,,3/18/2013,CRM 123,2225.21,-2.2,24.45,1.024265743,2595.9,2598.1,2597,2535.47482,2548.825076,,,,,,3/15/2013,CRM123,2022.4,20.3,1.025446148,1.427696,2351.471329,2350.043633,2350.757481,2292.424117,2299.351855
11I,12/3/2012,1:12:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,22,36,Karen Neely,1.024979386,,3/18/2013,CRM 123,2225.21,-1.6,24.8,1.024159934,2590.5,2592.1,2591.3,2530.17123,2543.521486,,,,,,3/15/2013,CRM123,2022.4,20.2,1.025472864,0.518498,2341.435525,2340.917027,2341.176276,2283.021188,2289.948926
12I,12/3/2012,1:20:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,22,36.1,Karen Neely,1.025055418,,3/18/2013,CRM 123,2225.21,-0.8,24.6,1.024296188,2591.4,2592.2,2591.8,2530.322801,2543.673057,,,,,,3/15/2013,CRM123,2022.4,20.7,1.025414679,-3.768045,2337.301848,2341.069893,2339.185871,2281.20966,2288.137398
13I,12/3/2012,1:32:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,22,36.1,Karen Neely,1.025055418,,3/18/2013,CRM 123,2225.21,0.4,24.6,1.024296188,2587.8,2587.4,2587.6,2526.222425,2539.572681,,,,,,3/15/2013,CRM123,2022.4,20.3,1.02552243,0.448954,2342.312915,2341.863961,2342.088438,2283.800304,2290.728042
14I,12/3/2012,1:45:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,22,36,Karen Neely,1.024979386,,3/18/2013,CRM 123,2225.21,0.3,24.7,1.024190262,2591.1,2590.8,2590.95,2529.754573,2543.104829,,,,,,3/15/2013,CRM123,2022.4,20.4,1.02541935,-0.293411,2346.192268,2346.485679,2346.338974,2288.175051,2295.102789
16I,12/17/2012,12:38:00 PM,24° 51.282' N,80° 34.045' W,Transect 4,26.2,36.9,Karen Neely,1.024406633,,3/19/2013,CRM 123,2225.21,-1.7,23.7,1.025171571,2424.2,2425.9,2425.05,2365.506486,2367.73065,,,,,,3/15/2013,CRM123,2022.4,20.9,1.025969999,-3.063586,2077.999668,2081.063254,2079.531461,2026.893051,2023.153505
17I,12/17/2012,12:50:00 PM,24° 53.862' N,80° 37.090' W,Transect 3,26.6,36.9,Karen Neely,1.02427981,,3/19/2013,CRM 123,2225.21,-0.1,23.9,1.025112157,2426.7,2426.8,2426.75,2367.301943,2369.526107,,,,,,3/15/2013,CRM123,2022.4,20.3,1.026132838,1.604123,2072.713343,2071.10922,2071.911282,2019.145286,2015.40574
15I,12/3/2012,1:55:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,22,36,Karen Neely,1.024979386,,3/19/2013,CRM 123,2225.21,-0.7,24.4,1.02428078,2620.1,2620.8,2620.45,2558.33171,2560.555874,,,,,,3/15/2013,CRM123,2022.4,20.5,1.025392468,-0.816782,2367.614404,2368.431186,2368.022795,2309.381889,2305.642343
18I,12/17/2012,1:07:00 PM,24° 53.128' N,80° 36.246' W,Transect 2,25.7,37,Karen Neely,1.024639031,,3/19/2013,CRM 123,2225.21,-1.9,24.6,1.024977464,2425.8,2427.7,2426.75,2367.613031,2369.837195,,,,,,3/15/2013,CRM123,2022.4,20.5,1.026155177,-3.537412,2078.642281,2082.179693,2080.410987,2027.384389,2023.644843
20I,12/17/2012,1:31:00 PM,24° 54.311' N,80° 37.596' W,Transect 1,25.1,36.8,Karen Neely,1.024673487,,3/19/2013,CRM 123,2225.21,-0.5,24.65,1.02481087,2486,2486.5,2486.25,2426.057405,2428.281569,,,,,,3/15/2013,CRM123,2022.4,20.8,1.025921103,3.227329,2165.671396,2162.444067,2164.057732,2109.380269,2105.640723
22L,3/6/2013,11:57:00 AM,24° 53.891' N,80° 36.964' W,ADCP NE,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,3.6,23.45,1.022744161,2442.8,2439.2,2441,2386.716145,2393.808704,8.229,8.232,8.2305,,,6/10/2013,CRM123,2022.4,24.8,1.022345664,-0.876679,2072.612353,2073.489032,2073.050693,2027.739506,2030.359029
9L,3/6/2013,11:46:00 AM,24° 53.896' N,80° 37.043' W,Cal Val N,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,0.6,23.6,1.022700599,2441.2,2440.6,2440.9,2386.720025,2393.812585,8.219,8.219,8.219,,,6/10/2013,CRM123,2022.4,24.9,1.022315573,-0.278931,2075.690417,2075.969348,2075.829883,2030.517716,2033.137239
24L,3/6/2013,11:32:00 AM,24° 53.788' N,80° 37.092' W,ADCP S,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,5.2,23.3,1.022787542,2437.2,2432,2434.6,2380.357504,2387.450064,8.226,8.224,8.225,,,6/10/2013,CRM123,2022.4,23.6,1.022700599,3.041051,2066.75672,2063.715669,2065.236195,2019.394724,2022.014248
21I,3/6/2013,12:10:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,-3.5,23.4,1.022758641,2431.2,2434.7,2432.95,2378.811483,2385.904043,8.226,8.226,8.226,,,6/10/2013,CRM123,2022.4,24.6,1.022405611,-2.665522,2062.552064,2065.217586,2063.884825,2018.655613,2021.275136
22I,3/6/2013,12:22:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,-1.2,23.3,1.022787542,2434.4,2435.6,2435,2380.748592,2387.841152,8.226,8.205,8.2155,,,6/10/2013,CRM123,2022.4,24.5,1.022435466,-3.426121,2061.18856,2064.614681,2062.901621,2017.635038,2020.254561
24I,3/6/2013,12:45:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,22.6,33.6,Karen Neely,1.022987591,,6/10/2013,CRM123,2225.21,1,23.5,1.02272966,2432.2,2431.2,2431.7,2377.656672,2384.749232,8.232,8.228,8.23,,,6/10/2013,CRM123,2022.4,24.5,1.022435466,-1.095441,2060.092756,2061.188197,2060.640477,2015.42351,2018.043034
8P,3/20/2013,10:18:00 AM,24° 51.282' N,80° 34.045' W,Transect 4,23.5,36.4,Karen Neely,1.024851426,,6/10/2013,CRM123,2225.21,3.7,23.6,1.024821983,2429.5,2425.8,2427.65,2368.850434,2375.942994,8.174,8.17,8.172,,,6/10/2013,CRM123,2022.4,24.6,1.02452324,2.333335,2092.067443,2089.734108,2090.900776,2040.852461,2043.471984
9P,3/20/2013,10:30:00 AM,24° 53.862' N,80° 37.090' W,Transect 3,23.4,36.4,Karen Neely,1.024880791,,6/10/2013,CRM123,2225.21,0,23.6,1.024821983,2428,2428,2428,2369.191957,2376.284516,8.172,8.165,8.1685,,,6/10/2013,CRM123,2022.4,24.9,1.024432098,-3.84193,2090.699339,2094.541269,2092.620304,2042.71255,2045.332074
10P,3/20/2013,10:42:00 AM,24° 53.128' N,80° 36.246' W,Transect 2,23.4,36.4,Karen Neely,1.024880791,,6/10/2013,CRM123,2225.21,-1.6,23.6,1.024821983,2421.6,2423.2,2422.4,2363.727593,2370.820153,8.188,8.185,8.1865,,,6/10/2013,CRM123,2022.4,24.5,1.024553466,-3.281414,2079.540153,2082.821567,2081.18086,2031.305276,2033.924799
13P,3/20/2013,11:15:00 AM,24° 54.311' N,80° 37.596' W,Transect 1,22.9,36.7,Karen Neely,1.025254205,,6/10/2013,CRM123,2225.21,-2.4,23.95,1.024945664,2422.8,2425.2,2424,2365.003418,2372.095978,8.183,8.181,8.182,,,6/10/2013,CRM123,2022.4,23.9,1.024960554,-1.091246,2080.021272,2081.112518,2080.566895,2029.89948,2032.519004
2,3/23/2012,12:40:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,24.8,34.71,Karen Neely,1.023184455,,6/25/2012,CRM114,2217.91,-3.4,24.55,,2374.3,2377.7,,2376,2379.61,8.153,8.151,,8.152,,,CRM104,2020.1,23.1,1.023686441,-3.254805,2070.445907,2073.700712,2072.07331,2024.1289,2037.459082
3,3/23/2012,1:02:00 PM,,,ADCP2,25.05,34.61,Karen Neely,1.023033161,,6/25/2012,CRM114,2217.91,-2.8,24.3,,2361.1,2363.9,,2362.5,2366.11,8.175,8.178,,8.1765,,,CRM104,2020.1,21.3,1.024116638,0.409296,2050.943187,2050.533891,2050.738539,2002.446268,2015.776449
4,3/23/2012,1:16:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,25.2,34.6,Karen Neely,1.022979951,,6/25/2012,CRM114,2217.91,0.5,24.6,,2369.8,2369.3,,2369.55,2373.16,8.165,8.166,,8.1655,,,CRM104,2020.1,20.6,1.024298635,3.5878,2062.263601,2058.675801,2060.469701,2011.59079,2024.920971
